FECHA_DE_MUESTREO,ESTACIONES,pH,TURBIEDAD_,SOLIDOS_TOTALES_,SOLIDOS_SUSPENDIDOS_TOTALES_,SOLIDOS_DISUELTOS_,DEMANDA_BIOQUIMICA_DE_OXIGENO_,DEMANDA_QUIMICA_DE_OXIGENO_,OXIGENO_DISUELTO_,CONDUCTIVIDAD_ELÉCTRICA_,COLIFORMES_TOTALES_,NITROGENO_TOTAL_,FOSFORO_TOTAL_
quinquenio2,YOTOCO,6.5,178.0,492.0,315.0,177.0,9.8,66.9,2.1,115.8,2400000.0,1.12,0.0816
quinquenio2,MEDIACANOA,6.5,214.0,459.0,358.5,100.5,12.3,90.5,1.3,146.0,2400000.0,3.92,0.0751
quinquenio2,RIOFRIO,6.9,131.1,313.0,205.0,108.0,11.0,59.0,1.6,134.4,240000.0,2.42,0.0717
quinquenio2,PUENTE GUAYABAL,7.1,101.0,765.0,677.5,87.5,4.4,55.1,2.4,172.8,240000.0,2.42,0.0631
quinquenio2,LA VICTORIA,7.4,97.0,241.0,98.7,142.3,3.6,51.2,2.6,163.2,240000.0,1.68,0.086
quinquenio2,ANACARO,7.2,151.0,338.0,208.3,129.7,6.8,63.0,6.4,172.8,24000.0,1.86,0.4904
quinquenio2,PUENTE LA VIRGINIA,6.2,114.2,295.0,139.0,156.0,8.4,59.0,3.6,168.3,24000000.0,1.86,0.0456
quinquenio2,ANTES SUAREZ,6.1,32.5,82.0,11.0,71.0,1.3,12.4,5.8,58.4,240.0,1.21,0.126
quinquenio2,ANTES RIO OVEJAS,6.2,33.8,74.0,18.2,55.8,2.1,16.5,6.0,62.6,240.0,1.51,0.083
quinquenio2,ANTES RIO TIMBA,6.4,59.0,137.0,70.3,66.7,2.9,17.5,6.6,58.1,2400.0,1.83,0.071
quinquenio2,PASO DE LA BALSA,6.4,56.7,139.0,76.0,63.0,3.7,20.6,6.8,62.6,2400.0,2.01,0.09
quinquenio2,PASO DE LA BOLSA,6.7,68.0,154.0,101.4,52.6,1.9,20.6,5.9,63.2,9400.0,1.87,0.064
quinquenio2,PUENTE HORMIGUERO,6.7,110.0,278.0,204.2,73.8,2.7,29.9,5.5,73.4,24000.0,1.5,0.137
quinquenio2,ANTES INTERCEPTOR SUR,6.7,138.0,286.0,205.7,80.3,2.1,26.8,5.9,75.5,24000.0,2.43,0.167
quinquenio2,JUANCHITO,6.6,190.0,336.0,254.3,81.7,3.2,37.2,5.6,84.7,,1.5,0.204
quinquenio2,PASO DEL COMERCIO,6.6,223.0,332.0,260.0,72.0,3.8,37.2,4.3,97.9,2400000.0,2.43,0.22
quinquenio2,PUERTO ISAACS,6.6,104.0,230.0,128.5,101.5,3.4,24.8,5.0,96.0,240000.0,1.68,0.1475
quinquenio2,PASO DE LA TORRE,6.7,105.0,259.0,182.0,76.2,4.6,29.9,4.5,113.4,2400000.0,1.88,0.212
quinquenio2,VIJES,6.7,100.5,249.0,168.5,80.5,5.2,28.9,3.7,120.0,24000.0,1.883,0.172
quinquenio2,YOTOCO,6.7,134.0,345.0,237.1,107.9,6.6,33.0,3.1,125.0,24000000.0,1.81,0.216
quinquenio2,MEDIACANOA,6.7,125.0,349.0,242.0,106.2,6.8,37.2,3.0,120.0,2400000.0,2.36,0.243
quinquenio2,RIOFRIO,6.9,144.6,313.0,236.0,77.0,11.5,27.9,2.5,117.5,2400000.0,2.33,0.225
quinquenio2,PUENTE GUAYABAL,7.0,143.0,461.0,300.0,161.0,3.8,24.8,3.1,283.9,90000.0,0.178,0.178
quinquenio2,LA VICTORIA,7.0,90.5,340.0,225.7,114.3,4.9,25.8,2.7,129.2,24000.0,2.31,0.173
quinquenio2,ANACARO,7.1,126.0,468.0,353.3,114.7,2.4,23.7,3.2,129.2,24000.0,2.24,0.191
quinquenio2,PUENTE LA VIRGINIA,7.0,121.0,413.0,282.0,131.0,2.4,24.8,3.0,127.3,2400.0,2.55,0.168
quinquenio2,ANTES SUAREZ,6.6,37.0,80.0,1.2,78.8,2.0,6.3,3.0,80.0,2400.0,2.36,0.026
quinquenio2,ANTES RIO OVEJAS,6.6,33.0,88.0,2.2,85.8,1.8,4.4,3.2,84.0,24000.0,2.95,0.014
quinquenio2,ANTES RIO TIMBA,7.0,13.0,81.0,11.2,69.8,0.9,2.6,6.4,78.5,24000.0,4.2,0.015
quinquenio2,PASO DE LA BALSA,7.0,10.0,84.0,17.5,66.5,0.5,4.5,6.3,79.1,24000.0,2.9,0.042
quinquenio2,PASO DE LA BOLSA,7.0,12.0,68.0,23.4,44.6,2.9,12.0,6.3,70.0,24000000.0,1.66,0.041
quinquenio2,PUENTE HORMIGUERO,7.2,29.0,114.0,41.0,73.0,1.2,12.0,6.1,70.0,2400000.0,1.44,0.045
quinquenio2,ANTES INTERCEPTOR SUR,7.2,51.0,149.0,87.0,62.0,2.1,22.3,6.2,80.0,240000000.0,1.34,0.042
quinquenio2,JUANCHITO,7.1,38.0,129.0,46.5,82.5,2.7,14.8,5.3,80.0,2400000.0,1.43,0.081
quinquenio2,PASO DEL COMERCIO,7.0,50.0,178.0,89.5,88.5,4.3,16.9,4.2,90.0,95500000.0,1.93,0.139
quinquenio2,PUERTO ISAACS,7.0,49.0,143.0,63.0,80.0,5.7,16.7,3.1,100.0,95500000.0,0.151,0.151
quinquenio2,PASO DE LA TORRE,7.0,43.0,150.0,47.0,103.0,9.2,24.2,0.1,140.0,,2.76,0.279
quinquenio2,VIJES,7.0,34.0,142.0,34.0,108.0,11.0,15.9,0.3,140.0,,2.64,0.287
quinquenio2,YOTOCO,7.1,47.0,159.0,38.0,121.0,7.1,18.5,1.2,140.0,240000.0,2.63,0.184
quinquenio2,MEDIACANOA,7.1,59.0,162.0,49.5,112.5,9.8,14.9,1.1,150.0,95000.0,2.78,0.274
quinquenio2,RIOFRIO,7.1,53.0,201.0,53.0,148.0,11.2,18.6,3.1,162.3,240000.0,2.56,0.123
quinquenio2,PUENTE GUAYABAL,7.0,60.0,199.0,59.5,139.5,5.2,14.8,3.4,144.8,24000.0,1.68,0.158
quinquenio2,LA VICTORIA,7.1,53.0,280.0,107.0,173.0,5.5,16.7,2.8,147.2,24000000.0,1.87,0.16
quinquenio2,ANACARO,6.0,65.0,177.0,62.5,114.5,5.6,18.5,3.4,148.1,24000000.0,1.91,0.174
quinquenio2,PUENTE LA VIRGINIA,6.0,60.0,166.0,52.0,114.0,5.4,14.8,3.3,179.3,,1.69,0.149
quinquenio2,ANTES SUAREZ,6.2,91.0,173.0,54.0,119.0,5.0,18.2,1.3,61.1,240.0,,0.085
quinquenio2,ANTES RIO OVEJAS,5.8,98.0,173.0,52.0,121.0,7.0,14.6,1.7,78.0,2400.0,,0.074
quinquenio2,ANTES RIO TIMBA,6.3,94.0,171.0,58.0,113.0,2.5,15.4,4.7,66.7,24000.0,,0.075
quinquenio2,PASO DE LA BALSA,6.3,119.0,250.0,152.0,98.0,2.5,11.7,6.0,67.1,24000.0,,0.037
quinquenio2,PASO DE LA BOLSA,6.6,113.0,203.0,73.0,130.0,1.1,13.6,4.5,68.7,24000.0,,0.072
quinquenio2,PUENTE HORMIGUERO,7.8,95.0,404.0,316.0,88.0,2.5,25.5,6.5,96.0,24000.0,,0.159
quinquenio2,ANTES INTERCEPTOR SUR,7.4,110.0,484.0,399.0,85.0,2.9,42.1,6.3,99.0,240000.0,,0.169
quinquenio2,JUANCHITO,7.1,89.0,297.0,183.0,114.0,3.5,18.2,4.5,109.0,240000.0,,0.12
quinquenio2,PASO DEL COMERCIO,6.9,90.0,250.0,142.0,108.0,5.7,29.2,3.9,125.0,240000000.0,,0.2
quinquenio2,PUERTO ISAACS,6.7,68.0,265.0,161.0,104.0,4.3,27.6,1.7,133.0,240000.0,,0.259
quinquenio2,PASO DE LA TORRE,6.9,68.0,219.0,104.1,114.9,8.3,26.7,0.2,147.0,24000.0,,0.244
quinquenio2,VIJES,7.0,147.0,207.0,91.4,115.6,9.8,18.2,0.2,159.0,9500000.0,,0.192
quinquenio2,YOTOCO,7.0,93.0,191.0,56.0,135.0,7.5,20.4,0.2,167.0,240000.0,,0.336
quinquenio2,MEDIACANOA,6.8,96.0,193.0,74.3,118.7,7.8,10.0,0.5,165.0,240000.0,,0.173
quinquenio2,RIOFRIO,7.0,142.0,193.0,76.4,116.6,5.9,14.5,2.7,166.0,24000.0,,0.099
quinquenio2,PUENTE GUAYABAL,7.1,134.0,281.0,154.6,126.4,6.3,12.7,2.5,177.7,240000.0,,0.115
quinquenio2,LA VICTORIA,6.7,154.0,327.0,197.5,129.5,7.1,31.1,5.0,176.3,2400000.0,,0.237
quinquenio2,ANACARO,7.0,130.0,275.0,149.0,126.0,10.5,20.1,3.9,195.0,2400000.0,,0.215
quinquenio2,PUENTE LA VIRGINIA,6.8,30.0,170.0,29.0,141.0,3.3,10.8,4.4,134.4,240000.0,,0.071
quinquenio2,PUENTE HORMIGUERO,7.1,,167.0,37.5,129.5,4.4,12.8,5.4,132.9,24000.0,,0.055
quinquenio2,ANTES INTERCEPTOR SUR,7.1,,171.0,38.5,132.5,13.5,21.9,5.8,138.1,24000000.0,,0.049
quinquenio2,JUANCHITO,6.9,,165.0,37.0,128.0,4.4,10.8,4.8,144.7,24000.0,,0.087
quinquenio2,PASO DEL COMERCIO,6.9,,228.0,79.5,148.5,18.4,31.1,1.9,168.0,24000000.0,,0.336
quinquenio2,PUERTO ISAACS,6.9,,230.0,85.5,144.5,16.7,23.3,0.5,166.9,2400000.0,,0.258
quinquenio2,PASO DE LA TORRE,6.9,,213.0,44.0,169.0,14.8,23.1,1.4,209.0,24000.0,,0.245
quinquenio2,VIJES,7.0,,286.0,68.5,217.5,15.7,22.8,0.7,280.0,240000.0,,0.378
quinquenio2,YOTOCO,7.0,,188.0,34.5,153.5,9.7,12.7,1.0,176.3,24000.0,,0.165
quinquenio2,MEDIACANOA,7.0,,229.0,56.5,172.5,8.6,20.0,1.4,,2400.0,,0.138
quinquenio2,ANTES SUAREZ,6.3,18.0,121.0,13.0,108.0,3.8,4.3,1.3,102.0,240000.0,1.35,0.044
quinquenio2,ANTES RIO OVEJAS,5.8,17.0,116.0,14.0,102.0,2.2,2.9,1.8,103.6,240000.0,1.4,0.029
quinquenio2,ANTES RIO TIMBA,6.2,50.0,130.0,40.0,90.0,2.1,3.0,4.4,101.7,2400000.0,1.59,0.072
quinquenio2,PASO DE LA BALSA,6.4,48.0,119.0,41.5,77.5,1.1,5.0,4.1,102.7,,1.31,0.061
quinquenio2,PASO DE LA BOLSA,6.4,60.0,129.0,49.0,80.0,2.3,3.4,3.8,95.8,9400000.0,1.39,0.066
quinquenio2,PUENTE HORMIGUERO,7.3,135.0,153.0,24.5,128.5,2.3,5.9,7.3,104.5,2400000.0,1.21,0.079
quinquenio2,ANTES INTERCEPTOR SUR,7.1,45.0,147.0,35.0,112.0,3.0,3.1,5.6,133.0,,0.91,0.064
quinquenio2,JUANCHITO,7.0,40.0,146.0,22.8,123.2,2.1,4.9,4.2,150.0,,1.27,0.118
quinquenio2,PASO DEL COMERCIO,6.7,40.0,155.0,36.7,118.3,6.0,17.7,1.5,176.0,,2.68,0.344
quinquenio2,PUERTO ISAACS,6.8,40.0,150.0,22.7,127.3,7.0,12.2,,189.0,,2.48,0.278
quinquenio2,PASO DE LA TORRE,6.9,62.0,198.0,39.7,158.3,9.3,25.5,,218.0,,3.32,0.404
quinquenio2,VIJES,6.9,68.0,217.0,56.2,4.0,13.7,35.4,,243.0,,4.01,0.578
quinquenio2,YOTOCO,6.6,45.0,191.0,33.5,3.2,5.5,15.9,,237.0,,3.15,0.4
quinquenio2,MEDIACANOA,6.9,40.0,179.0,21.3,157.7,6.6,21.4,,237.0,,3.36,0.246
quinquenio2,RIOFRIO,7.1,145.0,306.0,191.0,115.0,6.1,37.8,1.4,183.0,9550000.0,3.54,0.559
quinquenio2,PUENTE GUAYABAL,7.1,110.0,243.0,112.5,130.5,6.0,15.9,1.0,208.0,24000000.0,2.36,0.34
quinquenio2,LA VICTORIA,7.2,70.0,308.0,146.0,162.0,4.8,18.0,1.7,229.0,240000.0,2.28,0.367
quinquenio2,ANACARO,7.2,70.0,275.0,137.3,137.7,6.3,8.8,2.0,218.0,24000.0,1.9,0.187
quinquenio2,PUENTE LA VIRGINIA,7.3,36.0,191.0,35.0,156.0,4.3,10.3,3.2,206.0,24000.0,0.162,0.162
quinquenio2,ANTES SUAREZ,6.2,42.0,102.0,9.0,93.0,3.0,10.5,3.9,72.3,240.0,1.31,0.156
quinquenio2,ANTES RIO OVEJAS,5.7,45.0,101.0,10.5,90.5,2.1,6.7,4.2,71.3,2400.0,1.33,0.045
quinquenio2,ANTES RIO TIMBA,5.9,50.0,172.0,90.5,81.5,1.9,18.5,6.2,54.8,2400.0,1.41,0.064
quinquenio2,PASO DE LA BALSA,6.1,112.0,247.0,157.0,90.0,0.9,11.5,5.9,63.6,24000.0,1.51,0.1
quinquenio2,PASO DE LA BOLSA,6.8,374.0,488.0,411.0,77.0,2.5,33.6,6.7,60.6,24000.0,1.86,0.096
quinquenio2,PUENTE HORMIGUERO,6.5,930.0,802.0,697.0,105.0,2.2,41.3,5.8,89.4,240000.0,1.63,0.305
quinquenio2,ANTES INTERCEPTOR SUR,7.2,114.0,189.0,79.0,110.0,2.4,12.5,6.3,90.5,1900000.0,1.57,0.098
quinquenio2,JUANCHITO,6.6,137.0,220.0,111.0,109.0,2.8,12.8,5.1,96.9,9400000.0,1.77,0.167
quinquenio2,PASO DEL COMERCIO,6.7,114.0,209.0,100.3,108.7,5.0,10.6,5.3,107.8,,2.2,0.189
quinquenio2,PUERTO ISAACS,6.6,80.0,166.0,39.0,127.0,3.0,14.4,4.3,115.0,240000000.0,2.17,0.163
quinquenio2,PASO DE LA TORRE,6.8,151.0,243.0,140.5,102.5,4.2,14.4,3.0,130.7,240000000.0,2.1,0.254
quinquenio2,VIJES,6.4,209.0,309.0,195.5,113.5,5.0,27.8,1.9,135.7,,2.44,0.329
quinquenio2,YOTOCO,6.4,121.0,220.0,108.0,112.0,5.4,14.5,1.4,142.1,2400000.0,2.08,0.219
quinquenio2,MEDIACANOA,6.5,143.0,241.0,128.5,112.5,6.2,14.4,1.3,148.2,2400000.0,2.43,0.236
quinquenio2,RIOFRIO,6.4,24.2,404.0,271.0,133.0,14.6,22.0,0.7,164.0,940000.0,1.94,0.201
quinquenio2,PUENTE GUAYABAL,6.5,135.0,271.0,129.5,141.5,7.5,7.8,1.8,174.0,240000.0,1.63,0.162
quinquenio2,LA VICTORIA,7.0,90.0,239.0,103.0,136.0,4.5,4.9,2.0,179.0,2400.0,1.39,0.123
quinquenio2,ANACARO,6.4,107.0,389.0,255.0,134.0,6.3,11.5,2.6,171.0,240000.0,1.59,0.191
quinquenio2,PUENTE LA VIRGINIA,7.4,1.9,316.0,199.5,116.5,3.6,15.4,2.3,1172.0,24000.0,1.6,0.183
quinquenio2,ANTES SUAREZ,5.9,3.8,126.0,3.6,122.4,2.1,9.5,2.7,96.0,23.0,1.05,0.003
quinquenio2,ANTES RIO OVEJAS,5.8,4.1,120.0,5.0,115.0,0.9,8.8,3.6,96.3,240000.0,1.09,0.005
quinquenio2,ANTES RIO TIMBA,6.1,46.0,167.0,46.0,121.0,0.9,10.5,6.8,92.6,2400.0,1.13,0.035
quinquenio2,PASO DE LA BALSA,6.1,19.5,137.0,23.8,113.2,1.3,7.6,6.8,87.7,24000.0,1.21,0.006
quinquenio2,PASO DE LA BOLSA,6.1,27.0,145.0,35.4,109.6,1.5,11.7,6.6,90.8,24000.0,1.09,0.015
quinquenio2,PUENTE HORMIGUERO,7.2,200.0,233.0,131.0,102.0,2.0,22.9,7.4,89.1,940000.0,1.42,0.199
quinquenio2,ANTES INTERCEPTOR SUR,6.9,215.0,278.0,20.1,257.9,2.3,26.7,7.3,94.8,2400000.0,0.82,0.093
quinquenio2,JUANCHITO,6.9,112.0,240.0,126.5,113.5,1.5,26.8,6.1,105.2,2400000.0,1.02,0.118
quinquenio2,PASO DEL COMERCIO,6.8,99.0,233.0,136.0,97.0,5.4,24.1,5.5,116.2,240000000.0,1.91,0.157
quinquenio2,PUERTO ISAACS,6.6,90.0,200.0,99.0,101.0,1.9,26.7,4.7,114.4,955000000.0,2.37,0.145
quinquenio2,PASO DE LA TORRE,6.7,124.0,259.0,130.0,129.0,7.0,26.7,2.1,135.2,,2.48,0.181
quinquenio2,VIJES,6.9,158.0,278.0,153.5,124.5,8.4,27.3,1.1,137.7,9400000.0,2.63,0.244
quinquenio2,YOTOCO,6.7,110.0,232.0,94.0,138.0,10.5,23.3,0.6,139.6,,2.59,0.059
quinquenio2,MEDIACANOA,6.8,131.0,282.0,132.8,149.2,9.2,26.8,0.7,140.8,,2.71,0.233
quinquenio2,RIOFRIO,6.4,133.0,226.0,107.5,118.5,10.5,22.9,1.4,149.5,240000000.0,4.9,0.221
quinquenio2,PUENTE GUAYABAL,6.5,120.0,239.0,139.0,100.0,6.6,17.3,1.8,160.2,940000.0,1.91,0.166
quinquenio2,LA VICTORIA,6.6,182.0,291.0,139.0,152.0,9.9,23.0,1.7,164.7,240000.0,2.92,0.229
quinquenio2,ANACARO,6.5,272.0,381.0,271.0,110.0,7.6,24.9,2.3,161.3,24000.0,2.02,0.214
quinquenio2,PUENTE LA VIRGINIA,6.6,333.0,467.0,347.1,119.9,10.8,29.1,2.5,149.5,2400000.0,2.57,0.495
quinquenio2,PUENTE HORMIGUERO,7.5,2.7,,131.2,,1.3,,5.0,74.0,,,
quinquenio2,ANTES INTERCEPTOR SUR,7.3,3.4,,233.3,,3.3,,4.8,74.0,,,
quinquenio2,JUANCHITO,6.8,3.0,,165.0,,2.2,,3.8,89.0,,,
quinquenio2,PASO DEL COMERCIO,7.1,3.1,,145.0,,5.2,,3.4,95.0,,,
quinquenio2,PUERTO ISAACS,7.1,3.2,,123.7,,3.8,,3.4,90.0,,,
quinquenio2,PASO DE LA TORRE,7.0,3.4,,153.3,,5.0,,2.0,110.0,,,
quinquenio2,VIJES,6.9,4.2,,240.0,,3.9,,1.7,106.0,,,
quinquenio2,YOTOCO,7.0,4.1,,235.0,,3.9,,1.6,96.0,,,
quinquenio2,MEDIACANOA,6.97,4.37,,236.7,,3.9,,1.8,93.0,,,
quinquenio2,PUENTE HORMIGUERO,7.1,4.0,,253.3,,3.0,,4.8,69.0,,,
quinquenio2,ANTES INTERCEPTOR SUR,7.2,5.0,,271.7,,1.4,,5.0,72.0,,,
quinquenio2,JUANCHITO,7.3,2.3,,120.0,,3.1,,4.6,80.0,,,
quinquenio2,PASO DEL COMERCIO,7.3,2.5,,163.0,,3.4,,3.9,111.0,,,
quinquenio2,PUERTO ISAACS,7.2,2.2,,111.2,,3.0,,3.9,91.0,,,
quinquenio2,PASO DE LA TORRE,7.4,2.3,,122.5,,3.3,,3.1,105.0,,,
quinquenio2,VIJES,7.1,2.5,,116.2,,3.9,,1.8,108.0,,,
quinquenio2,YOTOCO,7.1,4.1,,110.0,,4.2,,1.5,103.0,,,
quinquenio2,MEDIACANOA,7.0,2.0,,130.0,,3.0,,1.81,103.0,,,
quinquenio2,ANTES SUAREZ,,15.0,111.0,21.0,90.0,1.0,3.9,4.8,63.3,240.0,,
quinquenio2,ANTES RIO OVEJAS,,15.0,90.0,8.0,82.0,0.7,3.9,5.2,62.7,2400.0,,
quinquenio2,ANTES RIO TIMBA,,724.0,685.0,568.0,117.0,0.9,27.5,5.3,57.5,240000.0,1.97,0.272
quinquenio2,PASO DE LA BALSA,,400.0,658.0,517.0,141.0,0.3,22.1,5.3,59.9,24000.0,,
quinquenio2,PASO DE LA BOLSA,6.3,128.0,213.0,157.0,57.0,1.2,9.7,6.4,58.3,24000.0,,0.838
quinquenio2,PUENTE HORMIGUERO,6.8,230.0,440.0,331.0,109.0,1.6,10.6,4.8,64.5,240000000.0,1.56,0.118
quinquenio2,ANTES INTERCEPTOR SUR,7.0,363.0,459.0,348.0,111.0,3.0,15.9,4.8,65.5,,1.56,0.19
quinquenio2,JUANCHITO,6.7,292.0,444.0,331.0,113.0,3.4,23.6,5.0,96.3,,2.76,0.314
quinquenio2,PASO DEL COMERCIO,6.7,375.0,520.0,388.0,132.0,3.3,22.9,5.1,79.5,,2.76,0.193
quinquenio2,PUERTO ISAACS,6.7,326.0,453.0,328.0,125.0,3.1,22.8,4.4,77.4,,2.09,0.186
quinquenio2,PASO DE LA TORRE,6.8,560.0,804.0,665.0,139.0,2.6,32.5,4.5,85.7,,2.06,
quinquenio2,VIJES,6.8,310.0,450.0,317.0,133.0,3.0,13.4,4.6,96.1,240000000.0,2.14,0.228
quinquenio2,YOTOCO,6.8,380.0,463.0,339.0,124.0,2.8,18.5,4.3,97.1,240000000.0,1.95,0.252
quinquenio2,MEDIACANOA,6.8,355.0,576.0,476.0,100.0,2.6,17.7,4.0,98.8,240000000.0,2.08,0.287
quinquenio2,RIOFRIO,7.1,407.0,623.0,506.0,117.0,2.4,21.3,3.3,125.0,90000000.0,1.69,0.375
quinquenio2,PUENTE GUAYABAL,7.4,539.0,980.0,702.0,278.0,3.2,13.7,3.6,127.0,24000000.0,1.72,0.27
quinquenio2,LA VICTORIA,7.2,306.0,385.0,239.0,146.0,1.1,15.8,3.1,133.0,240000000.0,3.02,0.209
quinquenio2,ANACARO,7.1,654.0,704.0,568.0,136.0,1.8,30.6,3.2,139.0,240000.0,2.05,0.322
quinquenio2,PUENTE LA VIRGINIA,7.0,612.0,738.0,612.0,126.0,2.1,27.1,3.8,137.0,240000000.0,1.94,0.386
quinquenio2,ANTES SUAREZ,6.4,23.0,64.0,53.0,11.0,5.4,8.2,6.2,83.8,240.0,,0.108
quinquenio2,ANTES RIO OVEJAS,6.6,17.0,81.0,12.0,70.0,1.0,7.9,6.2,78.7,2400.0,,0.094
quinquenio2,ANTES RIO TIMBA,6.8,35.0,123.0,103.0,20.0,0.9,11.6,6.1,69.5,240000.0,1.58,0.11
quinquenio2,PASO DE LA BALSA,7.2,63.0,109.0,50.0,59.0,0.6,15.5,5.2,68.6,24000.0,,0.144
quinquenio2,PASO DE LA BOLSA,6.3,120.0,131.0,81.0,50.0,1.0,9.8,4.5,66.5,24000.0,,0.106
quinquenio2,PUENTE HORMIGUERO,7.3,406.0,350.0,240.0,110.0,4.5,19.8,7.8,78.0,24000.0,,
quinquenio2,ANTES INTERCEPTOR SUR,7.3,306.0,302.0,200.0,102.0,6.8,15.5,7.5,83.0,24000.0,1.32,0.104
quinquenio2,JUANCHITO,7.1,331.0,301.0,179.0,122.0,3.1,11.6,7.6,83.0,24000000.0,1.32,
quinquenio2,PASO DEL COMERCIO,7.2,235.0,311.0,203.0,108.0,2.8,17.4,7.4,93.0,95500000.0,2.01,0.912
quinquenio2,PUERTO ISAACS,7.6,160.0,231.0,138.0,94.0,3.3,13.6,5.3,97.0,,1.59,0.14
quinquenio2,PASO DE LA TORRE,7.4,205.0,408.0,246.0,162.0,5.1,14.0,4.4,116.0,,1.41,0.101
quinquenio2,VIJES,7.2,251.0,378.0,215.0,163.0,3.4,21.3,3.6,122.0,,1.8,0.082
quinquenio2,YOTOCO,7.3,190.0,380.0,196.0,184.0,8.3,17.5,2.5,137.0,,1.55,
quinquenio2,MEDIACANOA,7.5,200.0,324.0,208.0,116.0,3.8,17.4,3.7,136.0,,1.66,0.216
quinquenio2,RIOFRIO,6.4,541.0,732.0,568.0,164.0,1.6,36.6,2.2,118.0,240000.0,2.25,0.125
quinquenio2,PUENTE GUAYABAL,6.9,538.0,862.0,323.0,539.0,5.1,34.9,3.3,126.0,2400000.0,2.1,0.077
quinquenio2,LA VICTORIA,6.9,450.0,673.0,504.0,170.0,3.3,38.9,3.3,129.0,2400000.0,1.82,0.075
quinquenio2,ANACARO,7.1,150.0,794.0,542.0,252.0,6.6,23.3,2.9,135.0,240000.0,1.8,0.069
quinquenio2,PUENTE LA VIRGINIA,7.2,614.0,2348.0,1692.0,656.0,2.6,31.0,3.1,190.0,240000.0,1.92,0.102
quinquenio2,ANTES SUAREZ,7.3,5.3,95.0,8.2,86.8,3.2,7.6,5.3,84.8,240.0,,
quinquenio2,ANTES RIO OVEJAS,7.2,5.3,8.5,7.2,77.8,3.7,7.6,6.9,80.5,2400.0,1.72,
quinquenio2,ANTES RIO TIMBA,7.1,11.0,94.0,19.3,74.7,2.1,7.6,6.3,83.6,2400.0,,
quinquenio2,PASO DE LA BALSA,7.1,16.0,109.0,33.0,76.0,1.7,7.6,6.6,85.0,24000000.0,,
quinquenio2,PASO DE LA BOLSA,7.1,19.0,92.0,26.4,65.6,1.4,6.8,7.1,88.9,2400000.0,,0.098
quinquenio2,PUENTE HORMIGUERO,7.1,29.0,178.0,31.0,147.0,2.0,10.1,6.7,100.0,240000.0,,0.079
quinquenio2,ANTES INTERCEPTOR SUR,7.1,29.0,150.0,36.0,114.0,2.1,11.2,6.1,112.0,2400000.0,,
quinquenio2,JUANCHITO,7.3,40.0,166.0,62.0,105.0,2.7,9.4,4.8,118.0,23100000.0,,0.101
quinquenio2,PASO DEL COMERCIO,7.1,27.0,162.0,79.0,83.0,4.4,15.4,2.8,127.0,,2.36,0.172
quinquenio2,PUERTO ISAACS,7.3,24.0,158.0,62.5,95.5,4.4,15.1,3.9,139.0,,1.35,0.105
quinquenio2,PASO DE LA TORRE,7.2,21.0,158.0,39.0,119.0,10.7,18.9,0.3,168.0,,2.15,0.268
quinquenio2,VIJES,7.1,24.0,191.0,66.0,125.0,13.1,22.7,,171.0,,2.33,0.322
quinquenio2,YOTOCO,7.2,35.0,200.0,81.0,119.0,1.6,15.1,1.1,164.0,240000.0,1.8,0.242
quinquenio2,MEDIACANOA,7.2,24.0,177.0,70.0,107.0,2.8,15.1,1.7,157.0,240000.0,1.78,0.229
quinquenio2,RIOFRIO,7.3,32.0,172.0,60.0,112.0,3.0,15.1,2.8,153.0,24000.0,1.57,0.084
quinquenio2,PUENTE GUAYABAL,7.2,29.0,194.0,55.0,139.0,2.2,15.1,2.3,181.0,2400000.0,1.43,0.116
quinquenio2,LA VICTORIA,7.2,29.0,201.0,44.0,157.0,4.1,15.1,2.0,187.0,2400000.0,1.47,0.155
quinquenio2,ANACARO,7.3,37.0,203.0,73.0,130.0,2.6,11.3,2.9,166.0,24000.0,,0.148
quinquenio2,PUENTE LA VIRGINIA,7.3,53.0,197.0,108.0,88.7,3.7,11.3,3.1,173.0,24000000.0,1.42,0.202
quinquenio2,ANTES SUAREZ,7.9,68.0,110.0,27.0,83.0,1.0,7.66,5.7,53.0,2400.0,,0.095
quinquenio2,ANTES RIO OVEJAS,7.7,74.0,113.0,26.0,87.0,0.33,7.91,6.13,54.0,2400.0,,0.111
quinquenio2,ANTES RIO TIMBA,7.5,116.0,177.0,66.5,110.5,0.82,9.34,6.0,53.0,2400.0,,0.088
quinquenio2,PASO DE LA BALSA,7.6,195.0,264.0,158.5,105.5,1.27,15.1,6.17,53.0,9550000.0,,0.111
quinquenio2,PASO DE LA BOLSA,7.6,158.0,212.0,97.5,114.5,0.3,10.7,6.3,52.0,24000.0,,0.158
quinquenio2,PUENTE HORMIGUERO,7.6,351.0,435.0,325.0,110.0,2.25,27.0,5.85,61.0,240000.0,1.66,0.126
quinquenio2,ANTES INTERCEPTOR SUR,7.6,355.0,564.0,185.5,378.5,2.83,31.0,6.03,63.0,955000.0,1.42,0.126
quinquenio2,JUANCHITO,7.6,393.0,271.0,187.5,83.5,1.7,18.3,6.0,82.0,24000000.0,,0.236
quinquenio2,PASO DEL COMERCIO,7.4,304.0,606.0,301.5,304.5,3.7,34.8,5.1,71.0,,1.84,0.095
quinquenio2,PUERTO ISAACS,7.5,327.0,406.0,283.7,112.3,3.2,27.1,5.4,76.0,95500000.0,1.52,0.098
