FECHA_DE_MUESTREO,ESTACIONES,pH,TURBIEDAD_,SOLIDOS_TOTALES_,SOLIDOS_SUSPENDIDOS_TOTALES_,SOLIDOS_DISUELTOS_,DEMANDA_BIOQUIMICA_DE_OXIGENO_,DEMANDA_QUIMICA_DE_OXIGENO_,OXIGENO_DISUELTO_,CONDUCTIVIDAD_ELÉCTRICA_,COLIFORMES_TOTALES_,NITROGENO_TOTAL_,FOSFORO_TOTAL_
quinquenio1,ANTES RIO OVEJAS,6.1,,187.0,19.6,167.4,1.6,20.8,3.0,190.0,24000.0,1.4,0.049
quinquenio1,ANTES RIO TIMBA,6.6,,114.0,17.5,96.5,2.0,16.0,6.0,160.0,24000.0,1.37,0.034
quinquenio1,PASO DE LA BALSA,7.0,,148.0,39.0,109.0,1.9,19.8,6.3,160.0,2400000.0,1.2,0.057
quinquenio1,PASO DE LA BOLSA,6.5,,139.0,82.0,57.0,1.7,7.3,5.4,170.0,240000.0,1.57,0.076
quinquenio1,PUENTE HORMIGUERO,6.8,20.0,138.0,33.6,104.4,1.8,24.0,5.8,89.5,2400000000.0,0.93,0.088
quinquenio1,JUANCHITO,6.9,,166.0,80.0,,2.1,36.4,3.4,92.4,2400000.0,1.4,0.11
quinquenio1,PASO DEL COMERCIO,6.7,,163.0,78.0,85.0,7.1,52.0,1.2,123.2,2400000.0,3.7,0.308
quinquenio1,PUERTO ISAACS,7.0,,178.0,112.0,66.0,2.9,31.2,2.1,113.0,240000000.0,2.35,0.119
quinquenio1,PASO DE LA TORRE,7.1,,244.0,120.0,124.0,4.2,41.6,0.8,128.1,2400000.0,2.35,0.175
quinquenio1,MEDIACANOA,7.2,,278.0,117.0,85.0,1.8,31.2,0.8,140.4,240000.0,2.0,0.231
quinquenio1,RIOFRIO,7.2,,262.0,99.0,163.0,5.0,26.0,2.1,158.3,240000.0,1.57,0.144
quinquenio1,PUENTE GUAYABAL,7.4,,261.0,168.7,92.3,4.3,32.2,1.7,150.8,2400000.0,1.37,0.155
quinquenio1,LA VICTORIA,7.1,,233.0,106.0,127.0,3.9,30.2,1.8,143.2,2400000.0,1.37,0.139
quinquenio1,ANACARO,7.4,,242.0,101.0,141.0,4.5,25.0,2.3,143.2,240000000.0,1.76,0.11
quinquenio1,PUENTE HORMIGUERO,6.8,,131.0,33.5,97.5,2.0,16.0,5.4,170.0,240000000.0,0.98,0.066
quinquenio1,ANTES SUAREZ,6.6,40.0,84.0,28.0,56.0,0.6,19.8,5.7,53.3,24000000.0,1.87,0.18
quinquenio1,ANTES RIO OVEJAS,6.6,33.0,63.0,15.5,47.5,0.8,14.3,6.0,61.5,24000.0,5.23,0.18
quinquenio1,ANTES RIO TIMBA,6.4,85.0,234.0,140.0,94.0,3.7,6.8,6.5,74.0,240000.0,1.68,0.13
quinquenio1,PASO DE LA BALSA,7.1,48.0,128.0,72.0,56.0,2.0,11.0,6.9,65.9,240000.0,2.05,0.07
quinquenio1,PASO DE LA BOLSA,6.8,47.0,126.0,46.0,80.0,3.5,26.4,6.2,69.6,240000.0,1.31,0.07
quinquenio1,PUENTE HORMIGUERO,6.9,75.0,225.0,169.0,56.0,2.5,13.2,6.1,87.0,240000000.0,2.99,0.09
quinquenio1,ANTES INTERCEPTOR SUR,6.6,65.0,248.0,75.0,173.0,15.1,86.8,,261.7,,11.0,0.943
quinquenio1,JUANCHITO,7.0,100.0,242.0,119.0,123.0,1.35,40.0,5.3,107.8,240000.0,2.24,0.43
quinquenio1,PASO DEL COMERCIO,6.8,30.0,202.0,113.0,89.0,1.52,46.1,4.8,105.5,240000000.0,1.31,0.31
quinquenio1,PUERTO ISAACS,7.4,34.0,155.0,52.1,102.9,3.5,42.8,3.9,110.0,240000000.0,1.12,0.34
quinquenio1,PASO DE LA TORRE,7.2,43.0,174.0,58.0,116.0,3.0,19.8,2.3,133.5,24000000.0,1.68,0.2
quinquenio1,MEDIACANOA,7.0,70.0,336.0,230.0,106.0,1.5,108.2,0.5,256.3,2400000.0,2.61,0.112
quinquenio1,PUENTE GUAYABAL,6.8,60.0,301.0,118.0,183.0,3.9,61.6,2.1,145.2,240000.0,1.87,0.081
quinquenio1,LA VICTORIA,6.9,60.0,237.0,116.0,121.0,4.6,84.7,2.0,145.2,2400000.0,3.93,0.719
quinquenio1,ANACARO,6.4,60.0,364.0,256.0,108.0,13.9,88.5,2.1,159.7,240000.0,3.37,0.093
quinquenio1,PUENTE LA VIRGINIA,6.9,57.0,228.0,114.0,114.0,2.4,65.4,2.9,152.5,2400000.0,2.8,0.072
quinquenio1,ANTES SUAREZ,6.8,2.3,95.0,2.6,92.4,2.7,12.4,2.8,90.0,240000.0,1.7,0.0004
quinquenio1,ANTES RIO OVEJAS,6.4,2.0,96.0,5.3,90.7,1.6,12.4,3.8,94.0,240000.0,1.5,0.01
quinquenio1,ANTES RIO TIMBA,6.7,1.8,95.0,2.0,93.0,0.6,4.1,5.5,86.9,24000.0,1.1,0.049
quinquenio1,PASO DE LA BALSA,6.8,1.7,87.0,3.8,83.2,1.1,9.3,5.7,89.2,2400000.0,1.1,0.009
quinquenio1,PASO DE LA BOLSA,7.0,3.9,93.0,16.3,76.7,0.5,7.2,5.3,86.0,240000000.0,1.3,0.056
quinquenio1,PUENTE HORMIGUERO,7.0,6.2,129.0,18.0,111.0,1.2,8.2,5.2,86.5,240000000.0,1.3,0.11
quinquenio1,JUANCHITO,7.2,22.0,,48.0,,2.0,35.4,5.1,,,1.49,0.144
quinquenio1,PASO DEL COMERCIO,7.3,33.0,137.0,55.0,82.0,1.8,22.7,3.6,130.0,240000000.0,2.1,0.26
quinquenio1,PUERTO ISAACS,7.0,280.0,556.0,423.3,132.7,3.2,59.8,4.8,85.5,2400000.0,2.24,0.66
quinquenio1,PASO DE LA TORRE,6.8,6.7,146.0,27.0,119.0,4.1,47.8,0.7,148.9,240000.0,2.0,0.27
quinquenio1,MEDIACANOA,7.0,6.0,151.0,37.0,114.0,3.3,19.6,1.0,163.4,240000000.0,3.6,0.36
quinquenio1,RIOFRIO,6.8,51.0,246.0,105.0,141.0,6.4,40.0,0.6,179.9,2400000.0,3.8,0.63
quinquenio1,PUENTE GUAYABAL,6.8,25.0,202.0,91.0,111.0,4.5,7.21,2.7,149.2,24000000.0,2.1,0.32
quinquenio1,LA VICTORIA,6.9,19.0,184.0,76.0,108.0,4.1,14.4,2.6,165.0,240000000.0,1.7,0.25
quinquenio1,ANACARO,6.8,72.0,294.0,154.9,139.0,8.3,56.0,2.7,158.0,2400000.0,1.9,0.33
quinquenio1,PUENTE LA VIRGINIA,6.8,23.0,198.0,86.0,112.0,4.2,55.7,3.9,149.2,240000000.0,1.5,0.26
quinquenio1,ANTES SUAREZ,6.1,21.0,142.0,20.5,121.5,0.8,4.3,2.2,94.3,240.0,1.8,0.16
quinquenio1,ANTES RIO OVEJAS,6.3,17.0,136.0,23.5,112.5,0.6,6.4,4.4,104.6,2400.0,1.34,0.1
quinquenio1,ANTES RIO TIMBA,5.3,300.0,1650.0,785.6,864.4,2.3,103.6,7.1,79.8,24000.0,3.14,0.26
quinquenio1,PASO DE LA BALSA,6.9,91.0,260.0,155.0,105.0,0.9,67.7,7.3,72.0,240000.0,1.34,0.15
quinquenio1,PASO DE LA BOLSA,6.06,160.0,368.0,220.0,148.0,2.7,43.8,6.2,62.0,240000000.0,1.57,0.28
quinquenio1,PUENTE HORMIGUERO,7.0,120.0,377.5,236.6,140.9,2.3,47.8,5.9,87.0,24000000.0,1.57,0.21
quinquenio1,JUANCHITO,6.8,65.0,169.0,109.0,,1.7,30.9,4.3,103.2,240000000.0,2.1,0.36
quinquenio1,PASO DEL COMERCIO,6.8,100.0,324.0,178.0,146.0,4.9,59.8,3.4,111.1,2400000.0,3.6,0.57
quinquenio1,PASO DE LA TORRE,6.6,110.0,400.0,310.0,90.0,4.4,67.0,3.3,123.7,24000000.0,2.5,0.64
quinquenio1,MEDIACANOA,7.2,190.0,509.0,275.0,234.0,3.4,51.8,3.1,111.6,24000.0,2.7,0.52
quinquenio1,RIOFRIO,6.8,99.0,497.0,376.0,121.0,4.6,55.8,1.3,153.0,240000.0,2.24,0.6
quinquenio1,PUENTE GUAYABAL,7.5,125.0,422.0,292.0,130.0,3.9,67.7,1.8,161.6,240000.0,2.5,0.52
quinquenio1,LA VICTORIA,6.9,99.0,400.0,248.0,152.0,3.1,43.8,2.5,150.0,2400000.0,2.0,0.16
quinquenio1,ANACARO,6.8,125.0,403.0,258.0,145.0,6.9,47.8,2.6,155.0,240000.0,2.0,0.6
quinquenio1,PUENTE LA VIRGINIA,7.7,140.0,506.0,376.0,130.0,1.9,63.7,3.0,145.87,240000.0,1.12,0.81
quinquenio1,JUANCHITO,5.98,220.0,,370.0,,2.6,,5.6,128.0,2400000.0,2.46,0.6
quinquenio1,ANTES SUAREZ,6.5,45.0,90.0,5.8,84.2,1.5,5.0,5.6,74.5,240.0,1.57,0.1
quinquenio1,ANTES RIO OVEJAS,6.8,5.2,83.0,5.0,78.0,1.2,3.0,5.7,73.4,,1.12,0.055
quinquenio1,ANTES RIO TIMBA,7.0,23.0,105.0,33.3,71.7,0.7,3.0,6.4,69.9,,1.34,0.037
quinquenio1,PASO DE LA BALSA,7.0,24.0,107.0,31.0,76.0,1.2,3.0,6.9,73.4,,1.34,0.076
quinquenio1,PASO DE LA BOLSA,7.1,29.0,123.0,44.7,78.3,0.6,5.0,6.3,89.6,,1.6,0.09
quinquenio1,PUENTE HORMIGUERO,7.2,42.0,168.0,80.7,87.3,2.8,13.0,6.3,94.3,,1.34,0.18
quinquenio1,ANTES INTERCEPTOR SUR,6.8,17.0,156.0,24.0,132.0,4.1,14.0,4.1,190.5,,3.6,0.25
quinquenio1,JUANCHITO,7.0,38.0,130.0,73.3,56.7,1.7,8.0,5.1,92.0,,1.56,0.14
quinquenio1,PASO DEL COMERCIO,6.7,33.0,157.0,75.0,82.0,6.0,16.0,5.3,115.0,,2.2,0.25
quinquenio1,PUERTO ISAACS,7.3,39.0,170.0,74.7,95.3,3.4,12.0,4.7,113.2,,2.2,0.2
quinquenio1,PASO DE LA TORRE,7.2,33.0,160.7,63.4,97.3,2.2,12.0,4.1,122.6,,2.2,0.18
quinquenio1,VIJES,7.1,39.0,162.0,76.7,85.3,3.1,18.0,2.7,122.6,,2.0,0.31
quinquenio1,YOTOCO,7.2,44.0,233.0,122.7,110.3,2.8,24.0,1.6,141.4,,2.5,0.26
quinquenio1,MEDIACANOA,7.2,65.0,276.7,185.4,91.3,4.6,31.0,1.5,122.6,,2.2,0.38
quinquenio1,RIOFRIO,7.3,130.0,301.0,234.0,67.0,3.7,8.0,1.9,142.8,,1.56,
quinquenio1,PUENTE GUAYABAL,7.6,200.0,391.0,326.0,65.0,1.6,56.0,3.1,137.7,,1.8,0.484
quinquenio1,LA VICTORIA,7.1,180.0,320.0,226.0,94.0,2.4,8.0,2.4,158.1,,2.0,0.399
quinquenio1,ANACARO,7.8,220.0,449.0,434.0,15.0,1.1,12.0,3.0,137.7,,2.0,0.565
quinquenio1,PUENTE LA VIRGINIA,7.7,270.0,4.24,388.0,36.0,2.3,28.0,3.7,132.6,,1.8,0.468
quinquenio1,ANTES SUAREZ,6.2,9.0,116.0,60.0,56.0,3.5,18.8,3.6,87.25,,1.12,0.02
quinquenio1,ANTES RIO OVEJAS,7.0,84.0,606.0,514.0,92.0,1.7,105.8,5.8,59.79,,0.67,0.21
quinquenio1,ANTES RIO TIMBA,7.0,8.7,106.0,26.0,80.0,1.7,25.3,2.3,77.84,,1.57,0.147
quinquenio1,PASO DE LA BALSA,7.3,90.0,90.0,18.5,70.0,3.2,27.4,4.3,80.44,,0.67,0.13
quinquenio1,PASO DE LA BOLSA,6.4,45.0,158.0,83.0,72.0,1.6,39.4,2.8,98.9,,1.12,0.179
quinquenio1,PUENTE HORMIGUERO,7.2,91.0,296.0,240.0,56.0,3.9,90.5,3.9,109.9,,1.34,0.082
quinquenio1,ANTES INTERCEPTOR SUR,6.8,6.3,175.0,39.0,136.0,6.0,35.0,0.8,219.8,,4.03,0.37
quinquenio1,JUANCHITO,7.0,57.0,185.0,99.0,86.0,2.2,39.4,5.4,118.3,,0.672,0.231
quinquenio1,PASO DEL COMERCIO,6.9,60.0,211.0,123.0,88.0,3.1,31.5,5.2,122.4,,1.34,0.26
quinquenio1,PUERTO ISAACS,6.9,35.0,153.0,73.0,80.0,2.8,74.8,3.8,130.6,,1.12,0.162
quinquenio1,PASO DE LA TORRE,6.9,32.0,187.0,71.0,116.0,6.7,31.4,2.2,159.6,,2.02,
quinquenio1,VIJES,7.0,62.0,195.0,82.0,113.0,8.6,31.4,2.2,170.2,,2.02,
quinquenio1,YOTOCO,7.0,35.0,208.0,82.0,126.0,5.4,74.8,1.7,189.54,,2.24,
quinquenio1,MEDIACANOA,7.5,40.0,227.0,70.0,157.0,4.2,40.5,2.4,159.6,,1.57,0.106
quinquenio1,RIOFRIO,7.0,44.0,226.0,126.0,100.0,5.6,39.4,2.4,163.2,,1.57,0.358
quinquenio1,PUENTE GUAYABAL,7.0,35.0,240.0,127.0,113.0,3.8,19.7,2.4,173.4,,1.34,0.384
quinquenio1,LA VICTORIA,7.5,47.0,279.0,158.0,121.0,2.3,23.6,3.2,173.4,,1.34,0.588
quinquenio1,ANACARO,7.9,36.0,233.0,103.0,130.0,1.9,74.8,2.9,173.4,,1.12,0.437
quinquenio1,PUENTE LA VIRGINIA,7.6,45.0,260.0,157.0,103.0,1.9,55.1,3.6,163.2,,1.34,0.524
quinquenio1,ANTES SUAREZ,6.7,3.2,110.0,7.0,103.0,1.5,18.1,3.7,102.0,240.0,1.4,0.07
quinquenio1,ANTES RIO OVEJAS,6.8,4.3,120.0,14.3,105.7,1.3,14.1,5.3,102.0,,1.1,0.17
quinquenio1,ANTES RIO TIMBA,7.8,2.5,67.0,8.6,58.4,0.6,7.1,6.0,102.0,,1.1,0.04
quinquenio1,PASO DE LA BALSA,6.7,5.5,106.0,61.0,87.5,1.6,20.2,5.4,102.0,,1.1,0.16
quinquenio1,PASO DE LA BOLSA,7.0,8.2,140.0,32.6,107.4,1.6,18.1,5.7,102.0,,1.4,0.09
quinquenio1,PUENTE HORMIGUERO,6.8,33.0,164.0,51.5,112.5,2.6,66.4,5.8,111.1,,1.1,0.15
quinquenio1,ANTES INTERCEPTOR SUR,7.1,40.0,294.0,58.0,236.0,20.9,97.6,1.1,343.4,,3.2,2.19
quinquenio1,JUANCHITO,7.2,42.0,183.0,72.0,111.0,1.0,42.9,5.7,112.2,,1.4,0.388
quinquenio1,PASO DEL COMERCIO,6.5,120.0,601.0,437.5,163.5,54.7,160.1,0.2,163.2,,2.3,1.51
quinquenio1,PUERTO ISAACS,6.7,30.0,192.0,56.0,136.0,8.0,39.0,1.3,142.8,,1.6,0.42
quinquenio1,PASO DE LA TORRE,6.9,30.0,199.0,79.3,119.7,3.2,22.2,2.3,142.8,,1.6,0.435
quinquenio1,VIJES,6.8,37.0,215.0,84.6,130.4,5.5,62.5,1.1,141.4,,1.6,0.358
quinquenio1,YOTOCO,7.2,25.0,198.0,64.6,133.4,4.2,85.9,1.3,141.4,,1.8,0.345
quinquenio1,MEDIACANOA,6.9,35.0,249.0,86.6,162.4,4.5,26.2,1.8,173.4,,1.8,0.358
quinquenio1,RIOFRIO,7.0,23.0,178.0,56.0,122.0,5.3,23.4,2.1,166.4,,2.0,0.397
quinquenio1,PUENTE GUAYABAL,7.4,28.0,186.0,78.0,108.0,3.7,23.4,2.0,166.4,,1.8,0.234
quinquenio1,LA VICTORIA,7.3,35.0,192.0,86.0,106.0,3.7,31.2,1.8,180.0,,1.6,0.283
quinquenio1,ANACARO,6.8,34.0,232.0,75.8,156.2,3.3,19.5,1.2,166.4,,1.6,0.263
quinquenio1,PUENTE LA VIRGINIA,7.3,27.0,193.0,77.0,116.0,4.2,23.4,2.4,186.0,,1.6,0.281
quinquenio1,ANTES SUAREZ,6.1,7.8,130.0,10.0,120.0,1.2,32.0,0.7,127.7,240.0,1.6,0.108
quinquenio1,ANTES RIO OVEJAS,6.0,8.2,124.0,18.5,105.5,1.8,18.0,1.3,126.4,,1.3,0.067
quinquenio1,ANTES RIO TIMBA,6.6,24.0,148.0,38.0,110.0,0.7,15.0,0.7,127.7,,1.34,0.133
quinquenio1,PASO DE LA BALSA,6.8,45.0,147.0,,86.0,2.7,29.0,1.6,104.3,,1.3,0.172
quinquenio1,PASO DE LA BOLSA,7.2,150.0,303.0,172.0,131.0,2.7,35.6,4.7,85.3,,1.34,0.259
quinquenio1,PUENTE HORMIGUERO,7.1,58.0,264.0,144.0,120.0,4.2,39.6,3.3,138.3,,1.34,0.109
quinquenio1,ANTES INTERCEPTOR SUR,7.1,49.0,214.0,68.0,146.0,3.8,15.8,2.5,157.9,,1.6,0.112
quinquenio1,JUANCHITO,7.1,70.0,220.0,102.1,117.9,3.2,36.0,4.8,110.2,,0.9,0.309
quinquenio1,PASO DEL COMERCIO,4.1,33.0,205.0,72.0,133.0,2.0,35.1,4.6,163.2,,1.6,0.737
quinquenio1,PUERTO ISAACS,7.3,32.0,187.0,92.6,94.4,2.1,20.2,3.4,122.4,,1.6,0.313
quinquenio1,PASO DE LA TORRE,7.3,68.0,266.0,124.0,142.0,5.5,24.0,0.9,142.8,,1.3,0.429
quinquenio1,VIJES,6.9,65.0,253.0,103.0,150.0,12.9,60.0,0.4,204.0,,1.3,0.992
quinquenio1,YOTOCO,7.2,120.0,296.0,169.0,127.0,7.0,40.0,1.4,153.0,,1.8,0.448
quinquenio1,MEDIACANOA,7.0,175.0,453.0,314.0,139.0,6.4,32.0,1.5,142.8,,1.8,0.562
quinquenio1,RIOFRIO,7.0,130.0,351.0,224.0,127.0,4.9,35.6,2.2,159.6,,1.7,0.302
quinquenio1,PUENTE GUAYABAL,7.4,83.0,371.0,234.0,137.0,5.8,71.1,2.3,179.0,,1.1,0.57
quinquenio1,LA VICTORIA,7.4,280.0,623.0,500.0,123.0,4.5,72.0,2.7,179.0,,1.1,0.878
quinquenio1,ANACARO,7.1,60.0,438.0,310.0,128.0,3.9,32.0,2.6,212.8,,1.3,0.277
quinquenio1,PUENTE LA VIRGINIA,7.0,150.0,510.0,369.0,141.0,4.8,56.0,3.7,187.7,,1.1,0.484
quinquenio1,JUANCHITO,7.1,200.0,2075.0,1610.0,465.0,,110.0,,727.2,,20.83,14.18
quinquenio1,PASO DEL COMERCIO,6.9,78.0,290.0,170.0,120.0,5.3,32.0,3.6,112.2,,1.1,0.433
quinquenio1,PUERTO ISAACS,7.0,75.0,256.0,139.0,117.0,5.4,32.0,2.2,122.4,,0.9,0.446
quinquenio2,ANTES SUAREZ,6.7,3.6,100.0,7.7,92.3,5.1,18.4,5.4,105.6,2400000.0,1.68,0.1
quinquenio2,ANTES RIO OVEJAS,6.8,3.8,73.0,4.6,68.4,1.3,11.0,0.9,86.2,240.0,0.93,0.13
quinquenio2,ANTES RIO TIMBA,7.1,8.0,44.0,15.5,28.5,1.4,56.0,0.8,84.2,2400.0,0.75,1.72
quinquenio2,PASO DE LA BALSA,7.2,3.5,82.0,13.8,68.2,2.1,9.0,2.0,82.2,2400.0,0.93,0.09
quinquenio2,PASO DE LA BOLSA,7.1,26.0,96.0,39.5,56.5,1.0,80.0,0.4,84.2,240000.0,0.75,0.19
quinquenio2,PUENTE HORMIGUERO,6.8,48.0,123.0,47.0,76.0,2.1,13.0,6.1,99.8,24000.0,0.75,0.11
quinquenio2,ANTES INTERCEPTOR SUR,7.2,30.0,102.0,42.0,60.0,1.9,14.0,5.2,107.0,240000.0,0.75,0.16
quinquenio2,JUANCHITO,7.0,32.0,116.0,40.5,75.5,4.4,10.8,5.4,119.7,2400000.0,1.12,0.13
quinquenio2,PASO DEL COMERCIO,6.8,40.0,154.0,51.5,102.5,9.0,44.3,4.2,145.1,240000000.0,1.12,0.29
quinquenio2,PUERTO ISAACS,7.0,33.0,153.0,49.0,104.0,8.8,23.8,2.5,146.9,240000000.0,1.49,0.61
quinquenio2,PASO DE LA TORRE,7.0,44.0,164.0,57.0,107.0,5.3,24.8,1.0,145.1,2400000.0,1.87,0.35
quinquenio2,VIJES,6.9,34.0,170.0,38.0,132.0,11.6,35.6,0.7,191.7,240000.0,2.05,0.39
quinquenio2,YOTOCO,6.9,30.0,158.0,41.0,117.0,16.5,24.8,0.8,170.5,2400000.0,1.87,0.32
quinquenio2,MEDIACANOA,7.2,65.0,327.0,267.0,60.0,7.6,33.5,1.7,169.7,24000.0,1.49,0.58
quinquenio2,RIOFRIO,6.9,40.0,197.0,95.0,102.0,10.4,24.8,2.6,197.2,24000.0,1.31,0.46
quinquenio2,PUENTE GUAYABAL,7.5,38.0,182.0,78.0,104.0,6.5,21.6,2.8,198.0,240000.0,1.49,0.37
quinquenio2,LA VICTORIA,7.6,20.0,229.0,109.0,120.0,5.1,27.0,3.1,188.6,24000.0,1.68,0.5
quinquenio2,ANACARO,7.4,35.0,202.0,114.0,88.0,5.4,23.8,2.2,188.6,24000.0,1.12,0.45
quinquenio2,PUENTE LA VIRGINIA,7.5,34.0,167.0,98.0,69.0,3.1,21.6,3.1,188.6,2400000.0,1.31,0.95
quinquenio2,ANTES SUAREZ,6.6,15.0,80.0,30.5,49.5,0.6,11.9,4.3,78.3,24000.0,2.8,0.06
quinquenio2,ANTES RIO OVEJAS,6.5,30.0,63.0,20.5,42.5,1.5,8.6,4.1,68.5,2400.0,2.6,0.05
quinquenio2,ANTES RIO TIMBA,7.0,38.0,117.0,98.0,19.0,1.6,7.6,4.3,68.5,24000.0,2.4,0.07
quinquenio2,PASO DE LA BALSA,6.7,45.0,124.0,112.0,12.0,0.4,9.7,4.6,68.5,24000.0,2.1,0.06
quinquenio2,PASO DE LA BOLSA,6.7,62.0,165.0,138.0,27.0,1.8,11.9,4.9,78.3,2400000.0,1.3,0.21
quinquenio2,PUENTE HORMIGUERO,7.0,34.0,179.0,83.0,96.0,1.5,96.0,1.6,94.7,2400000.0,0.56,1.45
quinquenio2,ANTES INTERCEPTOR SUR,6.9,23.0,158.0,65.0,93.0,1.7,24.0,1.7,105.3,240000.0,0.93,1.28
quinquenio2,JUANCHITO,6.8,45.0,217.0,67.0,150.0,4.65,76.0,3.5,127.68,2400000.0,1.12,0.24
quinquenio2,PASO DEL COMERCIO,6.9,37.0,185.0,24.0,161.0,4.2,140.0,4.2,136.9,240000000.0,1.12,0.18
quinquenio2,PUERTO ISAACS,7.0,23.0,141.0,19.0,122.0,5.7,60.0,2.7,147.4,240000000.0,2.24,0.29
quinquenio2,PASO DE LA TORRE,7.1,100.0,306.0,211.7,94.3,3.4,21.1,2.5,75.4,240000.0,2.15,0.43
quinquenio2,VIJES,7.2,140.0,364.0,293.3,70.7,4.5,24.8,2.0,84.9,2400000.0,3.65,0.49
quinquenio2,YOTOCO,7.2,155.0,339.0,256.7,82.3,6.4,32.4,1.7,94.3,24000.0,3.65,0.56
quinquenio2,MEDIACANOA,7.3,155.0,390.0,338.5,51.5,4.7,29.7,2.1,94.3,24000.0,3.43,0.57
quinquenio2,RIOFRIO,7.2,75.0,331.0,194.0,137.0,1.8,16.0,1.9,156.6,24000000.0,2.4,0.4
quinquenio2,PUENTE GUAYABAL,7.5,60.0,323.0,171.3,151.7,13.2,20.0,1.5,156.6,2400000.0,1.9,0.35
quinquenio2,LA VICTORIA,7.8,72.0,382.0,210.0,172.0,4.0,4.0,2.2,166.4,24000.0,1.7,0.24
quinquenio2,ANACARO,7.9,80.0,403.0,230.0,173.0,4.5,80.0,2.4,166.4,240000.0,1.9,0.4
quinquenio2,PUENTE LA VIRGINIA,7.8,80.0,379.0,216.0,163.0,6.9,8.0,3.0,176.2,19000000.0,2.4,0.39
quinquenio2,ANTES SUAREZ,6.5,1.0,70.0,6.0,64.0,2.4,6.5,3.6,94.3,23.0,2.46,0.04
quinquenio2,ANTES RIO OVEJAS,6.6,2.0,73.0,5.7,67.3,1.5,2.2,4.1,94.3,2400.0,3.14,0.06
quinquenio2,ANTES RIO TIMBA,6.2,6.0,75.0,13.8,61.2,1.8,3.2,6.1,84.8,2400.0,3.58,0.11
quinquenio2,PASO DE LA BALSA,6.6,9.0,100.0,24.0,76.0,3.4,4.3,6.5,84.8,240000.0,2.46,0.06
quinquenio2,PASO DE LA BOLSA,6.4,10.0,118.0,29.6,88.4,2.5,2.6,6.1,75.4,2400.0,3.14,0.08
quinquenio2,PUENTE HORMIGUERO,6.6,50.0,270.0,177.0,93.0,0.5,14.6,4.0,146.9,2400000.0,1.7,0.2
quinquenio2,ANTES INTERCEPTOR SUR,6.8,2.0,196.0,131.0,65.0,2.7,28.6,4.3,88.1,240000.0,1.9,0.23
quinquenio2,JUANCHITO,7.0,120.0,197.0,160.0,37.0,2.3,16.0,4.2,75.4,240000.0,4.08,0.25
quinquenio2,PASO DEL COMERCIO,7.0,120.0,276.0,183.5,92.5,2.9,20.0,4.2,47.2,24000.0,3.43,0.44
quinquenio2,PUERTO ISAACS,7.3,122.0,222.0,138.8,83.2,3.2,20.0,2.8,75.4,240000.0,3.01,0.1
quinquenio2,PASO DE LA TORRE,7.1,31.0,160.0,45.0,115.0,13.6,24.8,1.2,146.8,,3.2,0.29
quinquenio2,VIJES,7.1,34.0,222.0,81.0,141.0,12.7,22.7,0.9,146.8,,1.9,0.39
quinquenio2,YOTOCO,6.9,23.0,211.0,74.0,137.0,12.9,23.8,0.7,156.6,,2.8,0.33
quinquenio2,MEDIACANOA,6.9,35.0,230.0,228.0,3.0,13.2,19.4,1.5,146.8,,4.3,0.24
quinquenio2,RIOFRIO,7.5,43.0,211.0,96.5,114.5,10.5,31.3,2.0,160.3,24000.0,3.81,0.28
quinquenio2,PUENTE GUAYABAL,7.5,40.0,208.0,106.0,102.0,8.8,42.1,2.4,169.7,240000.0,3.14,0.27
quinquenio2,LA VICTORIA,7.4,40.0,225.0,88.3,136.7,5.5,13.0,3.0,160.3,24000.0,1.91,0.12
quinquenio2,ANACARO,7.3,48.0,183.0,110.8,72.2,1.9,18.4,2.8,169.7,24000.0,2.69,0.25
quinquenio2,PUENTE LA VIRGINIA,7.1,42.0,163.0,92.7,70.3,4.2,16.2,3.8,169.7,24000.0,2.91,0.24
quinquenio2,ANTES SUAREZ,6.8,25.0,148.0,23.0,125.0,2.0,9.7,5.2,75.4,240000.0,1.72,0.18
quinquenio2,ANTES RIO OVEJAS,6.5,23.0,107.0,43.0,64.0,1.5,6.5,5.2,78.3,2400.0,1.93,0.09
quinquenio2,ANTES RIO TIMBA,6.7,60.0,188.0,104.0,84.0,2.0,11.9,7.0,68.5,240000.0,2.97,0.17
quinquenio2,PASO DE LA BALSA,6.7,50.0,164.0,104.0,60.0,1.9,9.7,7.0,68.5,240000.0,1.93,0.14
quinquenio2,PASO DE LA BOLSA,6.7,56.0,197.0,120.0,77.0,2.1,16.2,6.5,68.5,950000.0,1.932,0.16
quinquenio2,PUENTE HORMIGUERO,6.6,18.0,151.0,52.0,99.0,1.8,5.4,1.6,94.3,24000.0,1.79,0.14
quinquenio2,ANTES INTERCEPTOR SUR,7.1,15.0,153.0,30.0,123.0,2.7,2.8,6.2,94.3,240000.0,2.24,0.08
quinquenio2,JUANCHITO,6.6,20.0,104.0,35.0,69.0,2.25,16.2,5.6,103.7,240000.0,1.34,0.11
quinquenio2,PASO DEL COMERCIO,7.2,38.0,177.0,70.1,106.9,4.9,19.4,4.6,107.7,,1.9,0.23
quinquenio2,PUERTO ISAACS,6.8,35.0,160.0,59.0,101.0,6.0,16.2,3.0,117.5,,4.1,0.19
quinquenio2,PASO DE LA TORRE,6.6,18.0,129.0,37.0,92.0,4.8,18.4,1.6,141.5,24000000.0,2.69,0.23
